EPOCH,Stock Name,ltp
1695832408,MCX:CRUDEOIL23OCTFUT,7803.0
1695832411,MCX:CRUDEOIL23OCTFUT,7803.0
1695832412,MCX:CRUDEOIL23OCTFUT,7803.0
1695832412,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832413,MCX:CRUDEOIL23OCTFUT,7803.0
1695832415,MCX:CRUDEOIL23OCTFUT,7803.0
1695832416,MCX:CRUDEOIL23OCTFUT,7803.0
1695832416,MCX:CRUDEOIL23OCTFUT,7803.0
1695832416,MCX:CRUDEOIL23OCTFUT,7803.0
1695832417,MCX:CRUDEOIL23OCTFUT,7803.0
1695832417,MCX:CRUDEOIL23OCTFUT,7803.0
1695832418,MCX:CRUDEOIL23OCTFUT,7803.0
1695832418,MCX:CRUDEOIL23OCTFUT,7803.0
1695832418,MCX:CRUDEOIL23OCTFUT,7803.0
1695832418,MCX:CRUDEOIL23OCTFUT,7803.0
1695832418,MCX:CRUDEOIL23OCTFUT,7803.0
1695832419,MCX:CRUDEOIL23OCTFUT,7803.0
1695832420,MCX:CRUDEOIL23OCTFUT,7803.0
1695832423,MCX:CRUDEOIL23OCTFUT,7803.0
1695832424,MCX:CRUDEOIL23OCTFUT,7803.0
1695832424,MCX:CRUDEOIL23OCTFUT,7803.0
1695832424,MCX:CRUDEOIL23OCTFUT,7803.0
1695832424,MCX:CRUDEOIL23OCTFUT,7803.0
1695832424,MCX:CRUDEOIL23OCTFUT,7803.0
1695832426,MCX:CRUDEOIL23OCTFUT,7798.0
1695832426,MCX:CRUDEOIL23OCTFUT,7798.0
1695832426,MCX:CRUDEOIL23OCTFUT,7798.0
1695832426,MCX:CRUDEOIL23OCTFUT,7798.0
